Key,en,es,ar
Are you sure to mark as solved (Token:,Are you sure to mark as solved (Token:,¿Estás seguro de marcar como resuelto (Token:,هل أنت متأكد من أن تحل كما تم حلها (الرمز المميز:
Because it's not reversable.,Because it's not reversable.,Porque no es reversible.,لأنه لا يمكن عكسه.
appLPleaseFillOutTheField,Please Fill Out The Field,Por favor complete el campo,يرجى ملء الحقل
appLSignIn,Sign In,Iniciar sesión,تسجيل الدخول
appLSignUp,Sign Up,Inscribirse,اشتراك
appLEnterCity,Enter City,Entrar en la ciudad,أدخل المدينة
appLUpload,Upload,Subir,رفع
appLBank,Bank,Banco,بنك
appLFrontPart,Front Part,Parte delantera,الجزء الامامي
appLRecipientSummary,Recipient Summary,Resumen del receptor,ملخص المستلم
appLDeleteProfile,Delete Profile,Borrar perfil,حذف الملف الشخصي
appLVerify,Verify,Verificar,يؤكد
appLUploadImage,Upload Image,Cargar imagen,تحميل الصور
appLEvidenceNote,Evidence Note,Nota de evidencia,ملاحظة الأدلة
appLCongratulations,Congratulations,Felicidades,تهانينا
appLAccountSuccessfullyCreate,your account has been successfully created.,Su cuenta ha sido creada satisfactoriamente.,تم إنشاء حسابك بنجاح.
appLFlutterWavePayment,Flutterwave Payment,Pago de FlutterWave,مدفوعات الرفرفة
appLStripePayment,Stripe Payment,Pago de rayas,دفع الشريط
appLPaypalPayment,Paypal Payment,Pago PayPal,الدفع باي بال
appLRazorpayPayment,Razorpay Payment,Pago de Razorpay,دفعة Razorpay
appLPagaditoPayment,Pagadito Payment,Pago de pagadito,دفع Pagadito
appLNoNotification,No notification found,No se encontró notificación,لم يتم العثور على إشعار
appLNoTransaction,No transaction found,No se encontró transacción,لم يتم العثور على معاملة
appLSignInWithTouchId,Sign In With Touch Id,Iniciar sesión con Touch ID,تسجيل الدخول مع معرف اللمس
appLPleaseAgree,Please agreed our terms and privacy policy,Acordó nuestros Términos y Política de privacidad,يرجى الاتفاق على شروطنا وسياسة الخصوصية
appLSendingAmount,Sending Amount,Cantidad de envío,إرسال المبلغ
appLPaymentMethod,Payment Method,Método de pago,طريقة الدفع او السداد
appLRemittanceSummary,Remittance Summary,Resumen de remesas,ملخص التحويلات
appLSameAsContact,Same as Contact Number,Igual que el número de contacto,نفس رقم الاتصال
appLSelectMobileMethod,Select Mobile Method,Seleccionar método móvil,حدد طريقة الهاتف المحمول
appLBackPart,Back Part,Parte de atrás,الجزء الخلفي
appLSendRemittance,Send Remittance,Enviar remesas,إرسال التحويلات
appLDummyMonth,Dummy Month,Mes ficticio,شهر وهمية
appLEnterState,Enter State,Ingrese el estado,إدخال الدولة
appLSelectDocumentType,Select Document Type,Seleccionar tipo de documento,حدد نوع المستند
appLDocumentType,Document Type,Tipo de Documento,نوع الوثيقة
appLWriteHere,Write Here,Escribe aquí,اكتب هنا
appLContactNumber,Contact Number,Número de contacto,رقم الاتصال
appLUploadDocument,Upload Document,Cargar documento,تحميل وثيقة
appLIntervalFeesCharges,Interval Fees & Charges,Tarifas y cargos de intervalo,رسوم الفاصل والرسوم
appLPending,Pending,Pendiente,قيد الانتظار
appLVerified,Verified,Verificado,تم التحقق
appLUserNameOrEmailAddress,Username Or Email Address,Nombre de usuario o dirección de correo electrónico,اسم المستخدم أو البريد الالكتروني
appLPassword,Password,Contraseña,كلمة المرور
appLForgotPassword,Forgot Password?,¿Has olvidado tu contraseña?,هل نسيت كلمة السر؟
appLForgotPassword2,Reset Your Forgotten Password,Restablece tu contraseña olvidada,أعد تعيين كلمة المرور المنسية
appLForgotPasswordNormal,Forgot Password,Has olvidado tu contraseña,هل نسيت كلمة السر
appLGetStarted,Get Started,Empezar,البدء
appLMale,Male,Masculino,ذكر
appLFemale,Female,Femenino,أنثى
appLEmailAddress,Email Address,Dirección de correo electrónico,عنوان البريد الإلكتروني
appLEnterTheOTPCodeSendTo,Enter The OTP Code Sent to,Ingrese el código OTP enviado a,أدخل رمز OTP المرسلة إلى
appLRecipientEmail,Recipient Email,Receptor de E-mail,البريد الإلكتروني المستلم
appLSubmit,Submit,Entregar,يُقدِّم
appLFromCamera,From Camera,De la cámara,من الكاميرا
appLTransferLog,Transfer Log,Transferencia,سجل النقل
appLFromGallery,From Gallery,De la galería,من المعرض
appLOTPVerification,OTP Verification,Verificación OTP,التحقق من OTP
appLEmailVerification,Email Verification,verificacion de email,تأكيد بواسطة البريد الالكتروني
appLResend,Resend,Revender,إعادة إرسال
appLNewPassword,New Password,Nueva contraseña,كلمة المرور الجديدة
appLConfirmPassword,Confirm Password,confirmar Contraseña,تأكيد كلمة المرور
appLEnter,Enter,Ingresar,يدخل
appLResetPassword,Reset Password,Restablecer la contraseña,إعادة تعيين كلمة المرور
appLCongratulation,Congratulations!,¡Felicidades!,تهانينا!
appLOops,Opps!,¡Opps!,أوس!
appLCreateAccount,Create Account,Crear una cuenta,إنشاء حساب
appLFirstName,First Name,Nombre de pila,الاسم الأول
appLLastName,Last Name,Apellido,اسم العائلة
appLOkay,Okay,Bueno,تمام
appLTransfer,TRANSFER,TRANSFERIR,تحويل
appLHome,Home,Hogar,بيت
appLProfile,Profile,Perfil,حساب تعريفي
appLAddMoney,Add Money,Agregar dinero,إضافة المال
appLPaymentConfirmation,Payment Confirmation,Confirmación de pago,تأكيد الدفعة
appLMoneyOut,Money Out,Apagarse,لم يبقى اي من المال
appLSavedRecipients,Saved Recipients,Destinatarios guardados,المستفيدين المحفوظة
appLKycInformation,Kyc Information,Información de KYC,معلومات KYC
appLPasswordResetSuccessfully,"Your password has been reset successfully, sign in again now.","Su contraseña se ha restablecido correctamente, inicie sesión nuevamente ahora.",تمت إعادة تعيين كلمة المرور الخاصة بك بنجاح ، وقم بتسجيل الدخول مرة أخرى الآن.
appLExchange,Exchange,Intercambio,تبادل
appLSomethingWentWrong,"Something went wrong, Try again later.","Algo salió mal, intente de nuevo más tarde.",حدث خطأ ما ، حاول مرة أخرى لاحقًا.
appLMoneyTransferMsg,Your money has been transfer successfully,Su dinero ha sido transferido con éxito,تم تحويل أموالك بنجاح
appLRequest,Request,Pedido,طلب
appLRecentTransaction,Recent Transaction,Transacción reciente,المعاملة الأخيرة
appLNotification,Notification,Notificación,إشعار
appLMyInvoice,My Invoice,Mi factura,فاتورتي
appLMyVoucher,My Voucher,Mi cupón,قسيمي
appLTransactionLog,Transaction Log,Registro de transacciones,سجل المعاملات
appLTransferFeesCharges,Transfer Fees & Charges,Tarifas y cargos de transferencia,رسوم النقل والرسوم
appLAmountConvert,Amount well convert,Cantidad bien convertir,مبلغ تحويل جيد
appLTwoFASecurity,2FA Security,2FA SEGURIDAD,2FA الأمن
appLTwoFASecurityLogMsg,We’ll ask for a verification code via your security method if we notice a sign in from an unrecognized device or browser. Enable your 2FA Security,Pediremos un código de verificación a través de su método de seguridad si notamos un inicio de sesión desde un dispositivo o navegador no reconocido. Habilite su seguridad de 2FA,سنطلب رمز التحقق من خلال طريقة الأمان الخاصة بك إذا لاحظنا تسجيل الدخول من جهاز أو متصفح غير معترف به. تمكين أمان 2FA الخاص بك
appLChangePassword,Change Password,Cambiar la contraseña,تغيير كلمة المرور
appLHelpCenter,Help Center,Centro de ayuda,مركز المساعدة
appLPrivacyAndPolicy,Privacy & Policy,Política de privacidad,سياسة الخصوصية
appLAboutUs,About Us,Sobre nosotros,معلومات عنا
appLSignOut,Sign Out,Desconectar,خروج
appLAmount,Amount,Cantidad,كمية
appLAmountInformation,Amount Information,Cantidad de información,معلومات المبلغ
appLPreviewScreen,Preview Screen,Pantalla previa,شاشة المعاينة
appLExchangeRate,Exchange Rate,Tipo de cambio,سعر الصرف
appLTotalFeesAndCharges,Total Fees & Charges,Tarifas y cargos totales,إجمالي الرسوم والرسوم
appLWillGet,Will Get,Obtendrá,سوف تحصل
appLWillGetAmount,Will Get Amount,Obtendrá la cantidad,سوف تحصل على المبلغ
appLTotalPayableAmount,Total Payable Amount,Monto total por pagar,إجمالي المبلغ المستحق
appLConfirm,Confirm,Confirmar,يتأكد
appLMoneyExchange,Money Exchange,Cambio de dinero,حوالة نقدية
appLFrom,From,De,من
appLPhoneNumberHintText,X X X  X X X X  X X X,X x x x x x x x x x,x x x x x x x x x x
appLTo,To,A,ل
appLRequestMoney,Request Money,Pedir dinero,طلب المال
appLRemarks,Remarks,Observaciones,ملاحظات
appLOptional,Optional,Opcional,خياري
appLShareRequestMoney,Share Request Money,Solicitar dinero para compartir dinero,مشاركة طلب المال
appLShare,Share,Compartir,يشارك
appLMoneyTransfer,Money Transfer,Transferencia de dinero,تحويل المال
appLAvailableBalance,Available Balance,Saldo disponible,الرصيد المتوفر
appLReceiver,Receiver,Receptor,المتلقي
appLProfileLabel,Profile,Perfil,حساب تعريفي
appLFullName,Full Name,Nombre completo,الاسم الكامل
appLCountry,Country,País,دولة
appLPhoneNumber,Phone Number,Número de teléfono,رقم التليفون
appLState,State,Estado,ولاية
appLCity,City,Ciudad,مدينة
appLZipCode,Zip Code,Código postal,الرمز البريدي
appLAddress,Address,DIRECCIÓN,عنوان
appLUpdate,Update,Actualizar,تحديث
appLUpdateProfile,Update Profile,Actualización del perfil,تحديث الملف
appLPaid,Paid,Pagado,مدفوع
appLEnable,Enable,Permitir,يُمكَِن
appLDisable,Disable,Desactivar,إبطال
appLSent,Sent,Enviado,مرسل
appLUnPaid,Unpaid,No pagado,غير مدفوع الأجر
appLInvoiceNumber,Invoice Number,Número de factura,رقم الفاتورة
appLInvoiceDate,Invoice Date,Fecha de la factura,تاريخ الفاتورة
appLCurrency,Currency,Divisa,عملة
appLPickGoods,Pick Goods,Seleccionar artículos,اختر البضائع
appLTrickGoods,Trick Goods,Artículos de truco,خدعة البضائع
appLTotalBill,Total Bill,Cuenta total,إجمالي الفاتورة
appLCreateInvoice,Create Invoice,Crear factura,إنشاء فاتورة
appLInvoiceTo,Invoice To,Factura,فاتورة إلى
appLBillingAddress,Billing Address,Dirección de Envio,عنوان وصول الفواتير
appLNotes,Notes,Notas,ملحوظات
appLItemDetails,Item Details,detalles del artículo,تفاصيل العنصر
appLClientName,Client Name,nombre del cliente,اسم العميل
appLAddNew,Add New,Agregar nuevo,اضف جديد
appLItemName,Item Name,Nombre del árticulo,اسم العنصر
appLVoucher,Voucher,Vale,فاتورة
appLRedeem,Redeem,Canjear,يسترد
appLUsed,Used,Usado,مستخدم
appLNotUsed,Not Used,No utilizado,غير مستعمل
appLName,Name,Nombre,اسم
appLEmail,Email,Correo electrónico,بريد إلكتروني
appLPhone,Phone,Teléfono,هاتف
appLFeesAndCharge,Fees & Charge,Tarifas y cargo,الرسوم والشحن
appLStatus,Status,Estado,حالة
appLCode,Code,Código,شفرة
appLCreateVoucher,Create Voucher,Crear cupón,إنشاء قسيمة
appLConfirmRedeem,Confirm Redeem,Confirmar redimir,تأكيد الاسترداد
appLRedeemCode,Redeem Code,Canjear código,استرداد رمز
appLAddMoneyLog,Add Money Log,Agregar registro de dinero,أضف سجل الأموال
appLMoneyOutLog,Money Out Log,Money Out Log,سجل الأموال
appLExchangeLog,Exchange Log,Registro de intercambio,سجل التبادل
appLRequestLog,Request Log,Registro de solicitud,طلب سجل
appLVerifiedCode,Verified Code,Código verificado,رمز التحقق
appLBackToHome,Back To Home,De vuelta a casa,العودة إلى المنزل
appLEnable2faSecurity,Enable 2FA Security,Habilitar la seguridad de 2FA,تمكين 2FA الأمن
appLSendVerificationCode,Send Verification Code,Envíe el código de verificación,إرسال رمز التحقق
appLOldPassword,Old Password,Contraseña anterior,كلمة المرور القديمة
appLIndividual,Individual,Individual,فردي
appLBusiness,Business,Negocio,عمل
appLMiddleName,Middle Name,Segundo nombre,الاسم الأوسط
appLUserName,Username,Nombre de usuario,اسم المستخدم
appLPostalCode,Postal Code,Código Postal,رمز بريدي
appLCompanyName,Company Name,nombre de empresa,اسم الشركة
appLGender,Gender,Género,جنس
appLDateOfBirth,Date of Birth,Fecha de nacimiento,تاريخ الميلاد
appLNationality,Nationality,Nacionalidad,جنسية
appLMyReceipt,My Receipt,Mi recibo,إيصالي
appLTotalExchangedAmount,Total Exchanged Amount,Cantidad total intercambiada,إجمالي المبلغ المتبادل
appLConvertedAmount,Converted Amount,Cantidad convertida,المبلغ المحول
appLRequestedAmount,Requested Amount,Monto requerido,الكمية المطلوبة
appLTrackYourTransaction,Track Your Transaction,Seguimiento de su transacción,تتبع معاملتك
appLTransferCalculator,Transfer Calculator,Calculadora de transferencia,نقل الآلة الحاسبة
appLNewUserHere,New user here?,Nuevo usuario aquí?,مستخدم جديد هنا؟
appLWelcomeToXRemit,Welcome to,Bienvenido a,مرحبا بك في
appLOnboardSubtitleText,"Smarter way to Send money anytime, anywhere with best exchange rate","Forma más inteligente de enviar dinero en cualquier momento, en cualquier lugar con el mejor tipo de cambio",طريقة أكثر ذكاءً لإرسال الأموال في أي وقت وفي أي مكان بأفضل سعر صرف
appLSafeAndSecureProcess,Safe & Secure Process,Proceso seguro y seguro,عملية آمنة ومأمونة
appLCustomerSupport,24/7 Customer Support,Atención al cliente 24/7,24/7 دعم العملاء
appLEnterMTCN,Enter your MTCN number,Ingrese su número MTCN,أدخل رقم MTCN الخاص بك
appLMtcn,MTCN,Mtcn,MTCN
appLCompleted,Completed,Terminado,مكتمل
appLYourEmail,Your Email,Tu correo electrónico,بريدك الالكتروني
appLContinueAsGuest,Continue as a Guest,Continuar como invitado,تواصل كضيف
appLOr,or,o,أو
appLEnterYourEmail,Enter Your Email,Introduce tu correo electrónico,أدخل بريدك الإلكتروني
appLEnterPassword,Enter Password,Introducir la contraseña,أدخل كلمة المرور
appLEnterRegisteredEmail,Enter Registered Email,Ingrese el correo electrónico registrado,أدخل البريد الإلكتروني المسجل
appLOtpVerification,Otp Verification,Verificación OTP,التحقق من OTP
appLVerificationCode,Take control of your account by resetting your password. Our password recovery page guides you through the necessary steps to securely reset your password.,Tome el control de su cuenta restableciendo su contraseña. Nuestra página de recuperación de contraseña lo guía a través de los pasos necesarios para restablecer de forma segura su contraseña.,تحكم في حسابك عن طريق إعادة تعيين كلمة المرور الخاصة بك. توجهك صفحة استرداد كلمة المرور الخاصة بنا من خلال الخطوات اللازمة لإعادة تعيين كلمة المرور الخاصة بك بشكل آمن.
appLResendCode,Resend Code,Reenviar codigo,أعد إرسال الرمز
appLEnterNewPassword,Enter New Password,Ingrese nueva clave,أدخل كلمة مرور جديدة
appLEnterConfirmPassword,Enter Confirm Password,Ingrese Confirmar contraseña,أدخل تأكيد كلمة المرور
appLEnterTheVerificationCode,We sent a 6-digit code to your email,Enviamos un código de 6 dígitos a su correo electrónico,أرسلنا رمز مكون من 6 أرقام إلى بريدك الإلكتروني
appLEnterName,Enter Name,Ingrese su nombre,أدخل الاسم
appLSelectCountry,Select Country,Seleccionar país,حدد الدولة
appLTermsAndCondition,Terms and Condition,Términos y Condiciones,أحكام وشروط
appLPrivacyPolicy,Terms and Condition,Términos y Condiciones,أحكام وشروط
appLUsa,United States,Estados Unidos,الولايات المتحدة
appLIAgree,I agree with the,Estoy de acuerdo con el,أتفق مع
appLOfXRemit,Of Xremit,De xremit,من xremit
appLAnd,&,Y,& &
appLSendingCountry,Sending Country,Envío de país,إرسال البلد
appLReceivingCountry,Receiving Country,País receptor,استلام الدولة
appLReceivingMethod,Receiving Method,Método de recepción,استلام طريقة
appLSelectReceivingMethod,Select Receiving Method,Seleccione el método de recepción,حدد طريقة الاستلام
appLCashPickup,Cash Pickup,Recogida en efectivo,الالتقاط النقدي
appLBankTransfer,Bank Transfer,Transferencia bancaria,التحويل المصرفي
appLTitleSignUp,"Smarter way to Send money anytime, anywhere with best exchange rate","Forma más inteligente de enviar dinero en cualquier momento, en cualquier lugar con el mejor tipo de cambio",طريقة أكثر ذكاءً لإرسال الأموال في أي وقت وفي أي مكان بأفضل سعر صرف
appLMobileMoney,Mobile Money,Dinero móvil,أموال الهاتف المحمول
appLSelectPickupPoint,Select Pickup Point,Seleccionar el punto de recogida,حدد نقطة التقاط
appLPickupPoint,Pickup Point,Punto de recogida,نقطة التقاط
appLReceivingBank,Receiving Bank,Banco receptor,البنك المستلم
appLSelectReceivingBank,Select Receiving Bank,Seleccione el banco receptor,حدد استلام البنك
appLAccountHolderName,Account Holder Name,nombre del titular de la cuenta,اسم صاحب الحساب
appLEnterAccountHolderName,Enter Account Holder Name,Ingrese el nombre del titular de la cuenta,أدخل اسم صاحب الحساب
appLAccountNumber,Account Number,Número de cuenta,رقم حساب
appLEnterAccountNumber,Enter Account Number,Ingrese el número de cuenta,أدخل رقم الحساب
appLEnterBankName,Enter Bank Name,Ingrese el nombre del banco,أدخل الاسم المصرفي
appLIbanNumber,Iban Number,Número IBAN,رقم IBAN
appLEnterIbanNumber,Enter Iban Number,Ingrese el número Iban,أدخل رقم IBAN
appLMethodName,Method Name,Nombre del método,اسم الطريقة
appLUnitedBank,United Bank,Banco Unido,البنك المتحدة
appLBrackBank,BRAC Bank,Banco brac,بنك براك
appLCityBank,City Bank,Banco de la Ciudad,بنك المدينة
appLRecipientInformation,Recipient Information,recipiente de información,معلومات المستلم
appLEnterGmailOrUsername,Enter Gmail or Username,Ingrese Gmail o nombre de usuario,أدخل Gmail أو اسم المستخدم
appLDhaka,Dhaka,Dhaka,دكا
appLKhulna,Khulna,Julna,خولنا
appLRangpur,Rangpur,Rangpur,رانجبور
appLPaymentInformation,Payment Information,Información del pago,معلومات الدفع
appLPaymentSummary,Payment Summary,Resumen de pago,ملخص الدفع
appLRecipientPayment,Recipient Payment,Pago del destinatario,دفع المتلقي
appLSendingPurpose,Sending Purpose,Propósito de envío,إرسال الغرض
appLSelectSendingPurpose,Select Sending Purpose,Seleccionar el propósito de envío,حدد هدف إرسال
appLSaveUpTo,You save up to,Ahorras hasta,يمكنك حفظ ما يصل إلى
appLShouldArrive,Should Arrive,Deberia llegar,ينبغي أن تصل
appLSourceOfFund,Source Of Fund,Origen de fondos,مصدر التمويل
appLSelectSourceOfFund,Select Source of Fund,Seleccionar fuente de fondo,حدد مصدر الصندوق
appLPaymentGateway,Payment Gateway,Pasarela,بوابة الدفع
appLSelectPaymentGateway,Select Payment Gateway,Seleccione la pasarela de pago,حدد بوابة الدفع
appLProceed,Proceed,Proceder,يتابع
appLSalary,Salary,Salario,مرتب
appLMedicine,Medicine,Medicamento,الدواء
appLCompany,Company,Compañía,شركة
appLPersonal,Personal,Personal,شخصي
appLFamily,Family,Familia,عائلة
appLEditBeneficiary,Edit Beneficiary,Editar beneficiario,تحرير المستفيد
appLAddNewRecipient,Add New Recipient,Agregar nuevo destinatario,أضف مستلمًا جديدًا
appLRecipientDetails,Recipient Details,Detalles del destinatario,تفاصيل المستلم
appLReceiveMethod,Received Method,Método recibido,الطريقة المستلمة
appLSelectTransactionType,Select Transaction Type,Seleccionar el tipo de transacción,حدد نوع المعاملة
appLRecipientName,Recipient Name,Nombre del Recipiente,اسم المستلم
appLEnterRecipientName,Enter Recipient Name,Ingrese el nombre del destinatario,أدخل اسم المستلم
appLRecipientEmailAddress,Recipient Email Address,Dirección de Correo Electrónico del Destinatario,البريد الألكتروني للمتلقي
appLEnterEmailAddress,Enter Email Address,Introducir la dirección de correo electrónico,أدخل عنوان البريد الالكتروني
appLRecipientCountry,Recipient Country,País receptor,بلد المتلقي
appLSelectRecipientCountry,Select Recipient Country,Seleccionar país receptor,حدد بلد المتلقي
appLRecipientCity,Recipient City,Ciudad receptor,مدينة المستلم
appLSelect,Select,Seleccionar,يختار
appLSelected,Selected,Seleccionado,المحدد
appLAdditionalAddressInfo,Additional Address Info,Información de dirección adicional,معلومات عنوان إضافية
appLEnterRoadLandmark,"72/A1, Bevilian, School Road","72/a1, Bevilian, carretera escolar",72/A1 ، Bevilian ، طريق المدرسة
appLRecipientPhoneNumber,Recipient Phone Number,Número de teléfono del destinatario,رقم هاتف المستلم
appLDdmmyyyy,dd-mm-yyyy,dd-mm-yyyy,DD-MM-YYYY
appLRelationshipWithRecipient,Relationship With Recipient,Relación con el destinatario,العلاقة مع المستلم
appLSelectRecipient,Select Relationship,Relación seleccionada,حدد العلاقة
appLAddRecipient,Add Recipient,Agregar destinatario,إضافة المستلم
appLFamilyRelation,Familial Relationships,Relaciones familiares,العلاقات العائلية
appLFriendshipRelation,Friendships,Amistades,صداقات
appLAcquaintancesRelation,Acquaintances,Conocidos,المعارف
appLWorkOrProfessionalRelation,Work or Professional Relationships,Relaciones laborales o profesionales,عمل أو علاقات مهنية
appLTeacherOrStudentRelation,Teacher/Student Relationships,Relaciones de maestro/alumno,علاقات المعلم/الطالب
appLCommunityOrGroupRelation,Community or Group Relationships,Relaciones comunitarias o grupales,علاقات المجتمع أو الجماعي
appLPlaceBasedRelationships,Place-based Relationships,Relaciones basadas en el lugar,العلاقات القائمة على المكان
appLLandlordOrTenantRelationships,Landlord/Tenant Relationships,Relaciones del propietario/inquilino,علاقات المالك/المستأجر
appLSelectRelationship,Select Relationship,Relación seleccionada,حدد العلاقة
appLPaymentPreview,Payment Preview,Vista previa del pago,معاينة الدفع
appLEnteredAmount,Entered Amount,Cantidad ingresada,تم إدخال المبلغ
appLYouTransfer,You Transfer,Transferirá,أنت تنقل
appLRecipientGets,Recipient Gets,El destinatario obtiene,المستلم يحصل
appLTransferFee,Transfer Fee,Tarifa de transferencia,رسوم التحويل
appLUnitedStates,United States,Estados Unidos,الولايات المتحدة
appLAustralia,Australia,Australia,أستراليا
appLDba,DBA,Dba,DBA
appLGift,Gift,Regalo,هدية
appLRetainedEarnings,Retained Earnings,Ganancias retenidas,الأرباح المحتجزة
appLPaypalUsd,Paypal Usd,PayPal USD,PayPal USD
appLDepositToBank,Deposit to Bank Account,Depósito a la cuenta bancaria,إيداع الحساب المصرفي
appLYouSending,You Sending,Enviando,ترسل
appLYouSendExactly,You Sending Exactly,Enviando exactamente,أنت ترسل بالضبط
appLPayoutPartner,Payout Partner,Socio de pago,شريك الدفع
appLSingle,Single,Soltero,أعزب
appLMarried,Married,Casado,متزوج
appLDivorced,Divorced,Divorciado,مُطلّق
appLWidow,Widow,Viuda,أرملة
appLUpdatePassword,Update Password,Actualiza contraseña,تطوير كلمة السر
appLBkash,Bkash,Bkash,بكاش
appLNogod,Nogod,No Dios,نوغود
appLTabAndHold,Tap & Hold to Remittance,Toque y mantenga presionado a la remesas,اضغط على التحويلات والاحتفاظ بها
appLRocket,Rocket,Cohete,صاروخ
appLMobileMethod,Mobile Method,Método móvil,طريقة الهاتف المحمول
appLSelectMethod,Select Method,Método de selección,حدد الطريقة
appLNoRecipient,No recipient found,No se encuentra ningún destinatario,لم يتم العثور على المستلم
appLTwoFactorAuthorization,Two Factor Authorization,Autorización de dos factores,اثنين من التفويض عامل
appLEnterTheTwoFaVerification,Please enter your authorization code to access dashboard,Ingrese su código de autorización para acceder al tablero,الرجاء إدخال رمز التفويض الخاص بك للوصول إلى لوحة القيادة
appLBeneficiaries,Recipient Information,recipiente de información,معلومات المستلم
appLNext,Next,Próximo,التالي
appLCancel,Cancel,Cancelar,يلغي
appLSignOutAlert,Sign Out?,¿Desconectar?,خروج؟
appLDeleteProfileAlert,Delete Profile?,¿Borrar perfil?,حذف الملف الشخصي؟
appLAreYouSure,Are you sure about signing out of the system? Then click Okay button,¿Estás seguro de firmar fuera del sistema? Luego haga clic en el botón OK,هل أنت متأكد من التوقيع على النظام؟ ثم انقر فوق زر موافق
appLAreYouSureDelete,Are you sure about delete profile of the system? Then click Okay button,¿Estás seguro del perfil de eliminación del sistema? Luego haga clic en el botón OK,هل أنت متأكد من حذف ملف تعريف النظام؟ ثم انقر فوق زر موافق
appLYourPaymentIsSuccessfully,Your Payment Is Successfully Completed,Su pago se completa con éxito,تم إكمال دفعتك بنجاح
appLDownloadReceiptPDF,Download Receipt PDF,Descargar recibo PDF,تنزيل استلام PDF
appLGoToDashboard,Go To Dashboard,Ir al panel de control,الذهاب إلى لوحة القيادة
appLCopyUrl,Copy url successfully,Copiar URL con éxito,نسخ عنوان URL بنجاح
appLSslcommerzPayment,Sslcommerz Payment,Pago de sslcommerz,دفع SSLCommerz
appLChangeLanguage,Change Language,Cambiar idioma,تغيير اللغة
appLChange,Change,Cambiar,يتغير
appLLanguage,Language,Idioma,لغة
appLSettings,Settings,Ajustes,إعدادات
appLCardNumber,Card Number,Número de tarjeta,رقم البطاقة
appLCardHolder,Card Holder,Titular de la tarjeta,حامل البطاقة
appLValidThru,VALID THRU,Válido,صالح من خلال
appLPayNow,Pay Now,Pagar ahora,ادفع الآن
appLCreditCardSampleText,Credit Card,Tarjeta de crédito,بطاقة إئتمان
appLMtcnNumber,Mtcn Number,Número de mtcn,رقم MTCN
appLTransactionType,Transaction Type,tipo de transacción,نوع المعاملة
appLSenderAmount,Sender Amount,Monto del remitente,مبلغ المرسل
appLPayableAmount,Payable Amount,Cantidad a pagar,مبلغ مستحق الدفع
appLCopyLink,Copy Link,Copiar link,نسخ الوصلة
appLDownloadReceipt,Download Recipient,Descargar destinatario,تنزيل المستلم
appLCityAndState,City And State,Ciudad y estado,المدينة والدولة
appLChangeThemes,Change Themes,Cambiar temas,تغيير الموضوعات
appLSuccess,Success,Éxito,نجاح
appLAlert,Alert,Alerta,يُحذًِر
appLSelectBanksName,Select Banks Name,Seleccionar el nombre de los bancos,حدد اسم البنوك
appLSelectMethodName,Select Method Name,Seleccionar el nombre del método,حدد اسم الطريقة
appLBankName,Bank Name,Nombre del banco,اسم البنك
appLHaveACoupon,Have A Coupon,Tiene un cupón,هل لديك قسيمة
appLApply,Apply,Aplicar,يتقدم
appLRemoveCoupon,Remove Coupon,Eliminar cupón,إزالة القسيمة
appLApplied,Applied,Aplicado,مُطبَّق
appLEnterTheCouponCode,Enter The Coupon Code,Ingrese el código de cupón,أدخل رمز القسيمة
appLCoupon,Coupon,Cupón,قسيمة
appLApplyCoupon,Apply Coupon,Aplicar cupón,تطبيق القسيمة
appLDeleteRecipient,Delete Recipient,Eliminar el destinatario,حذف المستلم
appLRecipientDeleteAlert,Recipient Delete Alert,Alerta del eliminación del destinatario,المستلم حذف تنبيه
appLDelete,Delete,Borrar,يمسح
appLCoinGatePayment,CoinGate Payment,Pago,دفع كينغات
appLCryptoPaymentAddress,Crypinto Payment Address,Dirección de pago de crypinto,CRYPINTO عنوان الدفع
appLPayWithThisAddress,Pay With This Address,Pagar con esta dirección,ادفع مع هذا العنوان
appLAddressCopyTo,Address Copy To,Dirección de copia a,عنوان نسخة إلى
Admin Profile,Admin Profile,Perfil de administración,ملف تعريف المسؤول
Select State,Select State,Seleccione estado,اختر ولايه
Select City,Select City,Ciudad selecta,اختر مدينة
Profile Information Updated Successfully!,Profile Information Updated Successfully!,¡Información de perfil actualizada con éxito!,معلومات الملف الشخصي تحديث بنجاح!
The password field is required.,The password field is required.,Se requiere el campo de contraseña.,حقل كلمة المرور مطلوب.
The current password field is required.,The current password field is required.,Se requiere el campo de contraseña actual.,حقل كلمة المرور الحالي مطلوب.
Password updated successfully!,Password updated successfully!,¡Contraseña actualizada exitosamente!,تم تحديث كلمة السر بنجاح!
Add Source Fund,Add Source Fund,Agregar fondo fuente,إضافة صندوق المصدر
Web Version,Web Version,Versión web,إصدار الويب
